** Set No 1:
(1098.94863, 2935.12351)
(7609.19364, 9170.31083)
(1224.97251, 9055.20585)
(8596.17013, 9569.18981)
(9725.32251, 9580.13745)
(9594.09107, 6645.63504)
(9244.38393, 1383.97548)
(8765.18291, 6489.35690)
( 502.87325, 2320.76775)
(9600.14497, 9067.52825)
(4748.59671, 9374.17744)
(1541.56044, 6487.55735)
(5921.11864, 4369.90608)
(5467.84944, 4610.16577)
(1380.73753, 3574.46559)
(6291.49226, 4184.95273)
(  61.94133, 3529.23122)
(2591.25525, 7612.26658)
(4733.77705, 1806.61214)
(3676.68032, 2679.34231)
( 684.32984, 8025.55164)
(7774.10302, 5175.31059)
(6593.78154, 7426.47159)
(1126.98836, 8158.81968)
(4620.27738, 6581.15916)
(6719.38194, 6833.65218)
(5795.09860, 8400.98715)
(3059.79753, 4481.86189)
(3708.40073, 1507.25185)
(8003.87068, 6710.59651)
(4164.04904, 7240.29736)
(9947.62697, 8387.90799)
( 991.84098, 6109.49235)
(8889.22954,   74.50050)
(8527.67823, 4324.01072)
(2835.58445, 8502.49764)
(9407.00883,  194.76166)
( 821.20014, 8708.96114)
(2264.13510, 9660.70439)
(2410.20886, 3801.02446)
(7689.73727, 9968.17121)
(4968.47980, 2011.15200)
------------------------------
** Set No 13:
(2371.23982,  619.71661)
(4221.26453, 9695.17200)
( 725.40415, 1109.39796)
( 652.82989, 3232.37241)
( 529.80186, 5674.28794)
(4158.05584, 2406.09154)
(4069.58700, 6317.40119)
(2021.98329, 2774.87139)
(9138.25169, 6695.12066)
( 781.81809, 4788.38746)
(4865.81264, 1112.58711)
( 816.91123, 2959.00735)
(5795.14813, 4833.41439)
(3615.75050, 9268.96824)
(3886.96243, 4185.48156)
(5585.01376, 1174.80882)
(2206.12538, 7532.44076)
(8994.25396, 6064.82990)
(5926.90069, 1080.97435)
( 190.79459,  831.99533)
(5991.83941, 6706.72297)
(7572.93557, 7343.83252)
(8268.88199, 2507.19718)
(6975.58485, 2022.52414)
(6373.47904,  627.87775)
( 100.94120,  492.53135)
(9457.30434, 1058.09705)
(2417.87682, 6309.72278)
(7212.40199, 4556.18731)
( 557.17984, 6155.12761)
(3099.37072, 2638.77088)
(5645.83016, 2558.07244)
(3380.46080, 7656.95962)
(8252.00380, 9207.59856)
(3923.21824, 1382.61842)
(2653.51311, 3217.70138)
(8937.57842, 6240.74194)
(2995.90290, 3331.07111)
(5819.08126, 9349.38116)
(1572.44413, 2977.65441)
(8093.13749, 5866.44920)
(9936.77950, 2348.50159)
(4090.04869, 4793.12595)
(6849.98937, 4201.99799)
(2427.74644, 7346.46989)
(3167.36473, 3988.72401)
(6638.97832, 5289.23915)
(2686.18755, 6062.82650)
( 351.94307, 4192.81231)
(9704.33821, 4241.92681)
(1318.13032, 4509.49038)
(8580.55753, 6784.22759)
(7278.39936, 1543.35296)
(7940.71614, 2970.62573)
(9168.08479, 3934.23107)
(2340.45367,  911.27540)
(7484.19108, 9107.25021)
(7173.06561, 3940.19002)
(5772.50192, 3290.78878)
(8402.53408, 6018.10765)
(1139.69051, 3168.58526)
(7305.11357, 4932.98873)
(5455.29099, 6007.12079)
(1818.89775, 5769.15439)
(2480.65042, 5187.29358)
( 329.30775, 6110.21512)
(5546.74831, 8469.78893)
( 759.46118, 8747.57679)
(7600.03776, 7036.44816)
(7687.89497, 7285.45748)
( 445.22683, 4375.31710)
(2882.12919, 4964.98232)
(2836.18113, 5414.95916)
( 115.07845, 7274.07254)
(7700.90226, 7963.99712)
(3422.32911, 4466.47475)
(7233.79353,  474.74872)
(9061.81771,  982.42923)
( 848.19468, 2425.20114)
(5353.46547, 4945.10529)
(5054.43482, 6201.46908)
(1304.83014, 2401.08172)
(6213.41061, 2263.26747)
(4469.86210, 7779.78435)
(6812.97394, 2587.81991)
( 841.36154, 4165.93662)
(3424.16717,  913.01807)
(4743.74990, 4410.71929)
(9816.61636, 2138.53310)
(4671.28498, 6851.47550)
(1847.16112, 7393.97452)
(1807.86683, 7466.43743)
(1683.05459, 5746.08346)
(1568.09089, 3660.09454)
(7680.84538, 8292.33094)
(4915.22968, 3556.45873)
(2814.30997, 5476.19159)
(5440.33117, 8671.62728)
(8929.57404, 3859.74877)
( 227.64224, 7143.68213)
(6302.82424, 4302.17601)
(7385.08142, 9317.10754)
(7985.78100, 9518.03621)
( 784.49949, 7410.54368)
(6246.36444, 5327.22377)
(3034.97999, 6240.84060)
(4046.75342, 6558.77256)
(1003.45383, 2533.01362)
(7948.30443, 5533.63615)
(4300.40983, 6214.84108)
(  92.56046, 8326.94276)
(6064.50399, 8276.49188)
(5979.84445, 1598.11583)
(7108.38523, 6269.70135)
(1651.70414,  677.64162)
(9029.06835,  327.66571)
(8580.73090, 7812.15551)
(9239.70346, 9705.95461)
(7081.05064, 7994.91296)
(1045.60648, 2276.39230)
(9375.04187, 8646.59314)
(4865.92709, 7149.99173)
(1586.60810, 8561.78579)
(2493.35216, 3661.66735)
(9878.59566,  999.39210)
(4887.75578, 8318.59779)
(9711.70926, 5570.56641)
(5415.71733, 4995.74294)
(8774.55074, 3665.71452)
(4676.35553, 2656.16785)
(3519.16601, 2562.45536)
(  94.93257, 9180.45916)
(6433.75404, 4069.34460)
(3319.20110, 9508.66774)
(6193.95524, 4585.54541)
(1119.48560, 1229.84762)
(5656.40475, 4794.52876)
( 971.99941,  998.39910)
(3292.99907, 8860.26756)
( 795.91964,  713.07416)
(2111.59268, 4957.29151)
(3418.25433, 3263.63190)
(6368.60349, 1241.34455)
( 256.55448, 3831.77917)
( 451.27631, 3955.29386)
(5438.03534, 4227.17018)
(6192.11502, 7265.31677)
(1114.69325, 4545.88059)
(4575.26086, 7635.29130)
(7087.51225, 8557.90855)
(5304.36138, 9072.70105)
(3018.87719, 6661.90209)
(3023.73962, 9417.25938)
(9490.82034, 2989.44583)
(2119.43557, 1993.84657)
(4957.75008, 1297.88660)
(2973.96318, 1414.24493)
(9245.81642, 7659.81520)
(1308.38778, 7087.54850)
( 667.09677, 6638.96050)
(8817.59461, 3087.00949)
(3045.28795, 1636.39745)
(7689.38697, 8421.48468)
( 990.61532, 9397.60843)
(3795.31687, 7472.52232)
(6615.18058, 3290.07517)
(3350.91461, 6383.53343)
(8545.98833, 9892.72499)
(5665.25428, 7525.37110)
(4571.40392, 8682.69338)
( 234.55287,  813.04067)
(2547.81460, 5161.50024)
(9881.76853, 7611.14891)
( 296.77867, 3631.88881)
(2903.93070,  241.09333)
(4138.96284, 7018.20639)
(6261.19490, 7690.88179)
(7439.68785, 7617.34983)
(8726.38915, 6028.86544)
(5081.91101, 4473.94664)
(7611.07691,  235.55766)
(7135.99593,  192.56796)
(5193.92906, 2693.09817)
(5161.63422, 2431.42749)
(1299.46767, 2409.82238)
(7555.79503, 3066.14684)
(6610.00293, 8207.77421)
(6151.60205, 1068.81839)
(7240.85463, 8563.90109)
(4876.54388, 3516.72952)
(4868.71510,  571.05402)
(2694.44898, 2826.76088)
(8275.27361,  572.81108)
(7284.16136, 7305.60430)
(1552.99106, 9426.53018)
(2948.88064, 6412.58975)
(1417.17523, 6061.92696)
(6103.63521, 1751.05601)
(1078.27869, 4027.86855)
(4354.37779, 9735.82790)
( 950.60124, 7057.96005)
( 660.71103, 2128.52147)
(7108.34486, 1335.89298)
(2365.25920, 6189.01882)
(6847.24135, 4104.41660)
(5976.22277, 7060.61451)
(6969.72835,  537.18077)
(2505.66994, 1187.95896)
(4483.92483, 3380.59460)
(4894.62670, 1061.07986)
(1291.41416, 2773.22835)
(8597.05324, 8385.39016)
(4136.11561, 6863.18478)
(8748.30197, 4896.74165)
(8596.28779, 7369.25098)
(2509.67046, 7472.21831)
(1223.96888, 8069.53501)
(3159.18148, 6931.50694)
(7070.93587, 8351.67985)
(3289.73189, 7980.31921)
( 787.51465, 8421.64329)
(8079.27319, 1116.48790)
(8240.35420, 7543.41524)
(6013.69953, 6000.99075)
(2167.53059, 1769.94067)
(3671.63498, 9790.30383)
(9774.12374, 3025.90432)
(3221.32664, 3233.12137)
(2368.66386, 7115.92612)
(6133.36858, 1953.62688)
(7150.62097, 4257.10081)
(4278.99379,  275.12957)
(9081.36849, 2072.71699)
(  62.18963,  182.03415)
(6405.82162, 7634.36975)
( 524.90565, 8574.74163)
(6839.21695, 2102.57733)
(6468.14109, 1841.22600)
(2693.26174, 8791.40508)
(6547.71120, 7950.66871)
(2288.15168, 3070.48486)
(8032.01110, 2768.67702)
(1881.71876,  418.21373)
( 450.10882, 9100.24642)
(7044.23622, 7152.80208)
(5712.01573, 4085.77891)
(4917.17546, 6893.23705)
(8448.99845, 3007.09657)
(9116.47174, 4640.11164)
(3300.31184, 5304.54035)
(7175.62706, 9516.66676)
(1663.74597, 1662.87971)
(6371.23684, 6673.27897)
(9030.90215, 9392.90273)
(7533.29738, 8634.02033)
(5444.11896, 7017.19238)
(8014.91815, 6451.80603)
(5840.49390, 7962.73917)
(4380.82253, 1439.03746)
(4089.45788, 7569.68052)
(2571.29136, 8953.53604)
(4383.87308, 7244.59499)
(8307.96940, 6744.95979)
(6310.64609, 4518.42476)
(3330.21495, 1704.77466)
(5405.35926, 8013.23454)
(3685.44677,  513.25844)
(9286.43924, 1878.66311)
(4744.20022, 1639.88839)
( 567.90120, 5128.05568)
(3870.37478, 8428.86926)
(1665.71721, 7485.91381)
(5749.42055, 5589.44149)
(3341.37701, 4852.43554)
(7261.97359, 4310.99844)
(8367.22348, 4297.55933)
(8487.72076, 4435.93850)
(4051.66100,  616.06916)
(3934.03448, 5648.56402)
(2528.34986, 3906.95491)
(3406.18991, 3476.22875)
(5692.01819,  384.36398)
(5070.73572,   49.33230)
(2454.53280, 6684.12412)
(4210.86160, 4029.64030)
(9598.39287, 1298.95136)
(9932.36597, 8891.81307)
(3920.82229, 5457.10420)
(8651.09959, 3830.90259)
(2590.14938, 9753.38124)
(7577.51616, 6968.97742)
( 677.18661, 2148.00298)
(3611.23846, 6246.92334)
(9677.82953, 7568.05707)
(3068.30543, 9412.85651)
(8509.11430, 9277.82913)
(5486.03433,  856.47833)
(8939.49071, 7428.47848)
( 385.20019, 9689.09033)
( 705.07657,  754.16218)
(9316.49339,  431.88122)
(7667.18363, 3250.85114)
(6777.99135, 4950.48260)
(5282.41255, 8855.71866)
(2662.63757, 1861.69064)
(1385.13586, 3639.12789)
(5779.49103, 7538.62743)
(6823.20059, 6827.88189)
(2689.77370, 1053.52245)
(9841.20040, 9097.54184)
(8608.51110, 3922.67058)
(8271.67663, 9003.25714)
(7444.82271, 4356.02506)
(6573.13476, 6162.69732)
(6188.68765, 4864.26636)
( 544.76286, 2861.31061)
(4799.27755, 1539.08328)
(1151.27044, 4119.27653)
(6509.71066, 3097.79308)
( 307.26938, 9941.16172)
(5035.34861, 7871.31230)
(5699.13816, 2463.42819)
(4557.52543, 7314.89095)
(8763.33219, 5021.58329)
(5551.85907, 5333.90295)
(9793.60689, 9777.89978)
(4540.06498, 3742.38251)
(6815.64748, 5482.28018)
(8666.45634, 5509.88449)
( 346.10548, 7182.97400)
(6635.07825, 9102.63963)
(4444.06705, 5260.50148)
(5990.69632, 9187.86168)
(5566.48311, 2027.27485)
(2986.61372, 1245.45998)
(4655.11703,  317.05351)
(5354.56906,  219.29511)
(4611.07502, 9982.50292)
( 176.72467, 6240.51405)
(4854.00071, 5025.77572)
(8757.02305, 3668.38156)
(7016.53489, 6206.16605)
(7898.95582, 3219.42618)
( 990.65048, 1400.53855)
(2319.05434,  793.60059)
(8520.99576, 8736.36252)
(6060.17490,  756.55213)
(2331.38895, 5573.83107)
(1715.92166, 5899.98876)
(2374.12355, 9782.68530)
(5037.31076, 1077.51499)
(7207.76466, 8440.99566)
(9065.04891, 2601.20387)
(7737.62323, 3077.30577)
(6315.56227,  884.56283)
(2594.12082, 9884.17517)
(9746.17960, 9530.44030)
(9277.76301, 7950.30004)
(3234.63813,   87.80972)
(2865.46411, 8490.03614)
( 130.34507, 8039.26196)
(4551.47651, 3293.28210)
(4069.59423, 2231.42348)
(5587.19222, 1175.32688)
(9694.20716, 6923.41046)
(8287.60753, 7075.40433)
(2172.82341, 2903.82151)
(4688.24512, 9634.33573)
(3496.34149, 1714.65490)
(5164.85807, 9575.78845)
( 403.77018, 4920.93931)
(3869.24131, 3022.31090)
(3492.01932, 8577.74290)
(5188.00372,  996.45135)
(9572.92332, 1571.63055)
(5597.16209, 8788.90629)
(9663.05493, 5351.51761)
(8263.93715, 6619.78403)
(3126.65677, 1714.26637)
(3538.14622, 6075.71144)
(4439.27798, 4773.26197)
(7079.10420, 5174.65067)
(2799.47518, 3013.58984)
(8779.95742, 8591.93395)
(6388.19479, 7425.33336)
(9879.89380, 8575.16724)
(2460.23015, 2106.89601)
(2695.68661, 6382.29074)
(1649.39962, 4443.14957)
(7257.54378, 3696.22497)
(9878.86906, 2988.59133)
(1800.25322, 8401.17701)
(4090.30079, 2523.59163)
(9539.12692, 9349.81608)
(8640.27795, 7402.20249)
(2451.26587,  307.16903)
(7659.72190, 6272.88262)
(3886.17809, 4126.23195)
(4931.78156, 3528.89349)
(5745.80592, 4391.92820)
(6915.94188, 5433.00690)
(2702.52458, 3264.18848)
(6430.86421, 1761.55261)
(5464.69727, 1057.56698)
(4205.73589, 7025.73329)
(7452.88478, 5213.94704)
(3019.67185, 8853.51462)
(4415.82290, 3756.53764)
(4470.97934, 4953.30010)
(4493.79521, 1057.48903)
(1552.85841, 4230.97836)
(7028.05218, 1808.11106)
(1159.37909, 2094.83207)
(2018.42821, 2449.80981)
(9405.34159, 4758.18424)
(8547.34173, 8005.50016)
(9215.89121, 2437.54328)
(9716.86478, 6245.39387)
(4026.52475, 6744.41141)
(3686.57039,  427.70127)
(3631.39145, 3281.79450)
(5253.38405, 6473.93117)
(8227.55569, 6481.86026)
(  80.67288,  370.10368)
(4525.15882,   59.06597)
(4162.33190, 6829.34178)
(3428.17531, 3103.48045)
(4398.63367,  807.94130)
(2237.73382, 8801.90673)
(2264.12969, 9336.16537)
(5589.72757,   49.80768)
(1463.90324, 2306.64073)
(8410.71744, 3804.92475)
(2202.98982, 7357.38554)
(1060.88567, 3933.87197)
(9234.80074, 5793.13152)
(1530.06895,  515.87827)
(8207.89479, 3607.74288)
(2062.66431, 2093.23940)
(4996.46332, 4102.18233)
(7909.46841, 6195.93454)
(5678.40790, 6336.60697)
(4039.27227, 2618.25122)
( 615.90612, 6711.82288)
(1590.30457, 3388.15348)
(4696.87461, 9344.46549)
(9601.37658, 3145.51969)
(7211.75641, 4581.91488)
(9134.85269, 3733.26347)
(9068.57695, 3997.09337)
(6288.33302, 7205.74810)
(2090.22052, 4509.93628)
(7789.20030, 2171.78827)
(4991.40687, 3901.46587)
(7875.95037, 9414.93098)
(3298.85127, 4918.03863)
(7992.48978, 4071.58949)
(5956.61642, 5407.47741)
(1456.34980, 3298.00418)
(9649.67389, 7485.44183)
(3709.03466,  319.88701)
(2982.21103, 9599.52756)
(5016.48039, 8034.00143)
(6563.23576, 1540.22894)
(6559.87596, 7918.81880)
(1780.54535, 3942.03902)
(2741.85481, 2911.78260)
( 585.14116,  624.60151)
(2230.33762, 6123.60368)
( 961.68811, 4242.96803)
(7772.06738,  785.39692)
(7926.63368, 3147.66061)
( 130.14762,  662.36853)
(7874.11335,   99.37035)
(4634.65700, 4318.14056)
(4880.79005, 1539.77436)
(9782.68286, 1076.70439)
(1184.28582, 9489.08538)
(6083.87661, 1304.37457)
( 465.88495, 6822.59432)
(9919.90477, 8722.01062)
(1796.69725,  672.60235)
(1570.93328, 7858.16357)
(4147.49240, 8008.78466)
(8759.54416, 5466.69350)
(6215.92386, 2069.16618)
(7072.25953,  757.79811)
(3990.88613, 8245.52532)
(6441.09971, 5629.27868)
(8952.25756, 3271.19416)
(8502.38090, 2735.26378)
(3095.29701, 2115.85176)
(3097.21395, 6192.50132)
(3072.48348, 2861.05583)
(3437.93843, 6999.71768)
(4661.59675, 1011.89489)
(8536.98551, 2833.43673)
( 497.35865, 1194.28624)
(8379.43343, 9784.03909)
(8544.96481, 5994.08237)
(2017.78402, 1808.73403)
(6147.35824, 8813.29238)
(1277.25230, 2203.50990)
(4644.10439,   50.36425)
(3082.12846,  234.01211)
(2538.25145, 3655.61358)
(1548.53798, 5215.69567)
( 978.56780, 4169.52611)
(6936.18958, 9796.48743)
(3928.06784, 2720.80242)
(2311.46635, 3970.58184)
(6805.75505, 4142.65122)
( 346.48338, 1439.88813)
(1617.01896, 6359.98380)
(2063.49562,  340.03342)
(3629.14887, 7506.79387)
(6531.31401, 1060.72219)
(4501.93492, 5852.15908)
(5530.14367, 4915.63732)
(9449.34490, 2544.92881)
(  23.53030, 8754.96191)
(1486.78253, 7431.31558)
(5910.86442, 2263.99222)
(4109.44556, 3756.23633)
(4981.15856, 6654.20211)
(4850.82260, 8428.40293)
(3248.57850, 5728.50549)
(6086.37436,  710.78714)
(2922.47417, 2890.36333)
(6175.97295, 3692.24197)
(6149.42485,  566.76298)
(3579.67595, 9702.68832)
(8362.07296, 1727.99352)
(8934.93700, 2953.42521)
(6579.29396, 6712.53156)
(5249.36521,  115.75644)
(3324.50744, 2403.23702)
(4341.66259, 2295.27423)
(9963.70699, 4951.45872)
(8454.38567, 9915.77324)
(4212.04825, 1708.52988)
(9565.69070, 5395.91395)
(5317.60038, 2799.53084)
(5343.24032, 7183.39466)
(7003.13429, 7862.08608)
(9911.96043, 2705.52883)
(2631.58185, 8873.35116)
(9648.35943, 7101.76995)
(9258.07344, 5701.23589)
(9067.62855, 9222.86156)
(7241.21725, 7041.30459)
(9535.76479, 6312.93540)
(9908.55794, 5738.67908)
(4017.46966, 4035.01739)
(3405.91335, 4144.66616)
(4361.59450, 9057.04486)
( 307.55392, 2120.71631)
(3729.41693, 7284.63666)
(1823.95696, 7577.71906)
(5687.05126, 2008.50012)
(2516.13093, 7026.51949)
(3211.80758, 2728.49837)
(8310.27401, 1515.94474)
(5403.33512, 7223.04290)
(3303.79200, 1547.50604)
(7043.89462, 6551.61648)
(3363.47142, 3081.34578)
(6318.12558, 5109.87139)
(4838.86648, 5585.87712)
(8981.18808, 5600.89178)
(4848.72274, 2233.96540)
(3055.17183, 1842.84352)
(5545.53049, 1811.38347)
(6737.18701,  702.38288)
(8523.06182, 1678.66608)
(3618.55804, 8124.82981)
(7104.01383, 1215.38214)
(3543.06682, 3226.25615)
(3629.64530, 5576.22870)
(4473.20161, 8719.27807)
(6070.55927,  301.24522)
( 586.88198, 5563.48088)
(3287.54910, 8347.83660)
(4493.15288, 4663.05249)
(1093.69501, 2450.18292)
(6933.84879, 8678.32842)
(1903.65693, 7362.00480)
(5629.25073, 2574.60995)
(9203.38270, 8501.54531)
(6029.26895, 2400.73980)
(4333.20887, 5793.01826)
( 647.70476, 7971.57501)
(7149.60483, 4086.66382)
( 385.65809, 6622.62538)
(4015.56772, 4439.94283)
( 791.16102, 2011.77765)
(6266.95156, 3755.29441)
(8555.63987, 4062.15553)
(9811.76804, 3795.26710)
(8713.81493, 3571.81487)
(1841.77291, 4433.72779)
( 992.17052, 7760.10882)
(3770.41040,  152.24410)
(4542.13757, 1077.19950)
( 458.45557, 3253.62392)
(3897.65329, 8972.33710)
(4548.46288, 2039.98812)
(5412.77037,  998.15842)
(1301.38888, 7290.64048)
(2663.50881, 3622.41191)
(3713.53104, 5775.39616)
(1339.15970, 2425.14168)
(9889.18052, 5251.91063)
(9001.76054, 7978.51445)
(4654.16182, 1420.95090)
(2758.48563, 9638.10886)
(5217.68865, 3651.43711)
(8370.20018, 6718.62962)
(6324.74119, 2937.47087)
(7610.45359, 7083.64825)
(3788.42573, 2512.46474)
(6792.69418, 9048.11028)
(6551.54905, 8820.86922)
(8299.50760, 3673.99895)
(6498.90500, 8135.89125)
(8676.19548, 1033.67042)
(2126.53399, 2011.98383)
(1392.02868, 5822.03325)
(6871.48502, 2973.78124)
(9726.01983, 4817.87234)
(5415.37081,  368.54112)
(5400.08243, 1126.26376)
(1597.27934, 5147.04664)
(1560.95332, 7878.16999)
(9706.36165, 1488.31639)
(4503.27520, 7119.93725)
(6871.69090, 2646.35197)
(7129.74959, 7994.56924)
(8026.74511, 8172.55296)
(8560.28470, 1998.27813)
(6498.13642, 9755.31233)
(8530.58326, 2089.96955)
(2652.97528, 3318.70156)
(2261.62501, 6737.94387)
( 236.52007, 5735.04145)
(1335.01819, 9607.24916)
(5041.53242, 5531.54559)
(8775.20943,  522.75453)
(3373.02191, 8309.11785)
(2018.05505, 3587.15504)
(8406.82874, 9241.77047)
(5736.27459, 3889.76001)
( 987.76172, 6988.02485)
(7595.82199, 5111.06101)
(7672.77079, 5621.04314)
(3933.22620, 6509.70539)
(2896.90141, 3772.13384)
(9072.46744, 9272.65822)
(4024.54306, 3082.66245)
(1540.97119, 9015.95928)
(7745.74882, 1272.28832)
(2797.82044, 3342.63638)
(3787.17162, 8656.84331)
(9253.29669,  795.96650)
(7229.42353,  787.05339)
(6337.38078,  290.42286)
(3857.43498, 4029.69760)
(4165.86016, 8159.28654)
(3917.65145, 5375.69248)
(7956.19921, 3327.03738)
(8415.67930, 2534.97217)
(2761.35291, 9796.28347)
(8660.24405, 5465.93546)
(1318.21318, 9633.13039)
(4144.10648, 5887.61138)
(5848.39667, 8941.52560)
(6049.83262, 7035.59726)
(9502.59745, 3936.26248)
(3678.09198, 1948.19929)
( 805.74069, 4155.96114)
(8918.41291, 4907.11281)
(4938.69629, 5101.49006)
(9517.09858, 7307.35234)
(8983.31759, 3141.92974)
(5344.26715, 6194.05012)
(4361.09511, 1399.31956)
(3121.74685,  979.11698)
(8611.72271, 6505.07428)
(4145.82444, 1438.66085)
( 386.39685, 2615.09128)
(6423.60595, 7992.44163)
(6071.67819,  877.21410)
(7339.02183, 3479.53681)
(3813.26556, 9663.85791)
(5474.26592, 4169.78064)
( 875.04610, 3314.24232)
( 534.72936, 6588.42905)
(3247.29852, 4874.81729)
(8460.25501, 5881.89542)
(2208.94990, 1383.11095)
(4752.79993,  915.29440)
(1152.28929, 8609.36446)
(2810.36477, 1067.91347)
(7394.57140, 5851.96467)
(5629.30954, 9780.63496)
(7929.44670,  376.82298)
(8621.94409,  309.71001)
(5112.18061, 5397.48727)
(8493.54631, 9854.18589)
(8126.12894, 5111.92162)
(8132.72546, 9249.67175)
(8743.96488, 5243.52111)
( 291.31512, 6759.02205)
(5375.65690, 7778.07419)
(3464.74649, 6140.90887)
(7686.21834, 4145.02526)
(1831.11612, 1140.13942)
(5169.76928, 1960.52917)
(7366.92898,  818.97367)
(6982.45302, 6631.43174)
(6329.76404, 2736.57828)
(7065.28320,  613.44981)
(4182.87582, 3884.15257)
(8128.99709, 9923.46465)
(2734.00615, 2496.14774)
( 426.51827, 9624.98649)
( 770.45294, 7383.39036)
(6404.63883, 7437.48210)
(4794.70496, 5271.81685)
( 305.05279, 7364.40593)
(9599.71363,  780.91158)
(2575.88369, 3291.40773)
(9370.14737, 8138.83183)
(2558.36994, 5875.33821)
(8755.73073, 8506.59984)
(9329.38140, 4726.30868)
(9935.04082, 1871.62284)
(9808.95926, 1879.20374)
(6072.89959, 7871.20026)
(5283.09004, 1857.68769)
(3771.76205, 5619.56599)
(2345.43247, 8252.88404)
(7127.27197, 8637.40292)
(1927.73815, 6670.54859)
(3820.41733, 7320.65733)
( 567.22114, 9144.69823)
(9313.48498, 8035.87517)
(1350.14543, 5672.29832)
(8664.28115, 4892.16630)
(8074.41469, 4392.74776)
(6732.84771, 7515.30141)
(5089.96884, 3117.55020)
(6627.17148, 5737.32846)
(7004.30162, 1409.69086)
(3119.14742,   15.49438)
(6981.43205, 4218.88650)
(2459.32633, 4607.14085)
(9716.17915, 5198.01184)
